"sno_student","school","questionnaire_type_initial","coding_round_2_final_coding","sno_questionnaire","sno_statement","sno_segment","sno","age","gender","school_grade","statement_Kinyarwanda","statement_English"
144,"A","motivation","demotivation","n64","nm64_3","nm64_3_1","motivation7264_3",15,"female",1,"ntabwo n'ibintu bitugora ari amasomo akomera kuyafata m'umutwe ugasanga nabyo biratugora","it is difficult for us to memorize these subjects in our heads then you find they are difficult for us"
144,"A","motivation","motivation","n64","nm64_7","nm64_7_1","motivation7264_7",15,"female",1,"bababayumva neza","some of the students have motivation to study but it is mainly because they have knowledge of it and understand it"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_4","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understan. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","demotivation","n64","nm64_3","nm64_3_2","motivation7264_3",15,"female",1,"ntabwo n'ibintu bitugora ari amasomo akomera kuyafata m'umutwe ugasanga nabyo biratugora","it is difficult for us to memorize these subjects in our heads then you find they are difficult for us"
144,"A","motivation","motivation","n64","nm64_1","nm64_1_3","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_7","nm64_7_2","motivation7264_7",15,"female",1,"abanyeshuri bamwe bagira ishyaka mu amasomo nuko bababayumva neza kandi bayasobanukiwe","some of the students have motivation to study but it is mainly because they have knowledge of it , and understand it"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_1","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understand. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","motivation","n64","nm64_1","nm64_1_4","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","demotivation","n64","nm64_6","nm64_6_2","motivation7264_6",15,"female",1,"kwiga ni byiza ariko biratugora kuko birarushya nka amasomo twiga kugirango twijyirire ejo heza hazaza","studying is good but it is difficult for us because they are diffiuclt like subjects we study to get a better future."
144,"A","motivation","motivation","n64","nm64_1","nm64_1_2","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_9","nm64_9_1","motivation7264_9",15,"female",1,"amasomo n'umva n'ikinyrwanda,icyongereza na biology","lessons/subjects i understand are: kinyarwanda, english and biology"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_2","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understand. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","demotivation","n64","nm64_8","nm64_8_1","motivation7264_8",15,"female",1,"si twese tuba dusobanukiwe amasomo bamwe na bamwe aratugora","it not all of us that understand these subjects, it is difficult/hard for some of us"
144,"A","motivation","motivation","n64","nm64_1","nm64_1_1","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated. but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_4","nm64_4_2","motivation7264_4",15,"female",1,"ishyaka ngira mu amasomo nuko mba ny'umva kurinjye akaba atankomereye, ni make nka banyeshuri mudufasha kongera indimi mu amashuri abanza na y'isumbuye ahanini abanza","i have motivation in the subjects because i understand them, they are not difficult for me; so briefly, as students you help incerase the level of languages in primary schools and mostly secondary schools."
144,"A","motivation","motivation","n64","nm64_2","nm64_2_3","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want marks because when i fail i am sad because there are subjects that are difficult for us, mainly language we don't understand it even if we can read the language [you do not] understand what it means in the language you understand."
144,"A","motivation","motivation","n64","nm64_4","nm64_4_1","motivation7264_4",15,"female",1,"ishyaka ngira mu amasomo nuko mba ny'umva kurinjye akaba atankomereye, ni make nka banyeshuri mudufasha kongera indimi mu amashuri abanza na y'isumbuye ahanini abanza","the motivation i have in the studies/subjects is that i understand them so well and i don’t find them to be  difficult. so briefly, as students you help incerase the level of languages in primary schools and mostly secondary schools."
144,"A","motivation","demotivation","n64","nm64_8","nm64_8_2","motivation7264_8",15,"female",1,"si twese tuba dusobanukiwe amasomo bamwe na bamwe aratugora","it not all of us that understand these subjects, it is difficult/hard for some of us"
144,"A","motivation","demotivation","n64","nm64_6","nm64_6_1","motivation7264_6",15,"female",1,"kwiga ni byiza ariko biratugora kuko birarushya nka amasomo twiga kugirango twijyirire ejo heza hazaza","studying is good but it is difficult for us because they are diffiuclt like subjects we study to get a better future."
144,"A","motivation","demotivation","n64","nm64_3","nm64_3_1","motivation7264_3",15,"female",1,"ntabwo n'ibintu bitugora ari amasomo akomera kuyafata m'umutwe ugasanga nabyo biratugora","it is difficult for us to memorize these subjects in our heads then you find they are difficult for us"
144,"A","motivation","motivation","n64","nm64_7","nm64_7_1","motivation7264_7",15,"female",1,"bababayumva neza","some of the students have motivation to study but it is mainly because they have knowledge of it and understand it"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_4","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understan. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","demotivation","n64","nm64_3","nm64_3_2","motivation7264_3",15,"female",1,"ntabwo n'ibintu bitugora ari amasomo akomera kuyafata m'umutwe ugasanga nabyo biratugora","it is difficult for us to memorize these subjects in our heads then you find they are difficult for us"
144,"A","motivation","motivation","n64","nm64_1","nm64_1_3","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_7","nm64_7_2","motivation7264_7",15,"female",1,"abanyeshuri bamwe bagira ishyaka mu amasomo nuko bababayumva neza kandi bayasobanukiwe","some of the students have motivation to study but it is mainly because they have knowledge of it , and understand it"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_1","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understand. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","motivation","n64","nm64_1","nm64_1_4","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","demotivation","n64","nm64_6","nm64_6_2","motivation7264_6",15,"female",1,"kwiga ni byiza ariko biratugora kuko birarushya nka amasomo twiga kugirango twijyirire ejo heza hazaza","studying is good but it is difficult for us because they are diffiuclt like subjects we study to get a better future."
144,"A","motivation","motivation","n64","nm64_1","nm64_1_2","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_9","nm64_9_1","motivation7264_9",15,"female",1,"amasomo n'umva n'ikinyrwanda,icyongereza na biology","lessons/subjects i understand are: kinyarwanda, english and biology"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_2","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understand. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","demotivation","n64","nm64_8","nm64_8_1","motivation7264_8",15,"female",1,"si twese tuba dusobanukiwe amasomo bamwe na bamwe aratugora","it not all of us that understand these subjects, it is difficult/hard for some of us"
144,"A","motivation","motivation","n64","nm64_1","nm64_1_1","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated. but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_4","nm64_4_2","motivation7264_4",15,"female",1,"ishyaka ngira mu amasomo nuko mba ny'umva kurinjye akaba atankomereye, ni make nka banyeshuri mudufasha kongera indimi mu amashuri abanza na y'isumbuye ahanini abanza","i have motivation in the subjects because i understand them, they are not difficult for me; so briefly, as students you help incerase the level of languages in primary schools and mostly secondary schools."
144,"A","motivation","motivation","n64","nm64_2","nm64_2_3","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want marks because when i fail i am sad because there are subjects that are difficult for us, mainly language we don't understand it even if we can read the language [you do not] understand what it means in the language you understand."
144,"A","motivation","motivation","n64","nm64_4","nm64_4_1","motivation7264_4",15,"female",1,"ishyaka ngira mu amasomo nuko mba ny'umva kurinjye akaba atankomereye, ni make nka banyeshuri mudufasha kongera indimi mu amashuri abanza na y'isumbuye ahanini abanza","the motivation i have in the studies/subjects is that i understand them so well and i don’t find them to be  difficult. so briefly, as students you help incerase the level of languages in primary schools and mostly secondary schools."
144,"A","motivation","demotivation","n64","nm64_8","nm64_8_2","motivation7264_8",15,"female",1,"si twese tuba dusobanukiwe amasomo bamwe na bamwe aratugora","it not all of us that understand these subjects, it is difficult/hard for some of us"
144,"A","motivation","demotivation","n64","nm64_6","nm64_6_1","motivation7264_6",15,"female",1,"kwiga ni byiza ariko biratugora kuko birarushya nka amasomo twiga kugirango twijyirire ejo heza hazaza","studying is good but it is difficult for us because they are diffiuclt like subjects we study to get a better future."
144,"A","motivation","demotivation","n64","nm64_3","nm64_3_1","motivation7264_3",15,"female",1,"ntabwo n'ibintu bitugora ari amasomo akomera kuyafata m'umutwe ugasanga nabyo biratugora","it is difficult for us to memorize these subjects in our heads then you find they are difficult for us"
144,"A","motivation","motivation","n64","nm64_7","nm64_7_1","motivation7264_7",15,"female",1,"bababayumva neza","some of the students have motivation to study but it is mainly because they have knowledge of it and understand it"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_4","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understan. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","demotivation","n64","nm64_3","nm64_3_2","motivation7264_3",15,"female",1,"ntabwo n'ibintu bitugora ari amasomo akomera kuyafata m'umutwe ugasanga nabyo biratugora","it is difficult for us to memorize these subjects in our heads then you find they are difficult for us"
144,"A","motivation","motivation","n64","nm64_1","nm64_1_3","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_7","nm64_7_2","motivation7264_7",15,"female",1,"abanyeshuri bamwe bagira ishyaka mu amasomo nuko bababayumva neza kandi bayasobanukiwe","some of the students have motivation to study but it is mainly because they have knowledge of it , and understand it"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_1","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understand. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","motivation","n64","nm64_1","nm64_1_4","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","demotivation","n64","nm64_6","nm64_6_2","motivation7264_6",15,"female",1,"kwiga ni byiza ariko biratugora kuko birarushya nka amasomo twiga kugirango twijyirire ejo heza hazaza","studying is good but it is difficult for us because they are diffiuclt like subjects we study to get a better future."
144,"A","motivation","motivation","n64","nm64_1","nm64_1_2","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_9","nm64_9_1","motivation7264_9",15,"female",1,"amasomo n'umva n'ikinyrwanda,icyongereza na biology","lessons/subjects i understand are: kinyarwanda, english and biology"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_2","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understand. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","demotivation","n64","nm64_8","nm64_8_1","motivation7264_8",15,"female",1,"si twese tuba dusobanukiwe amasomo bamwe na bamwe aratugora","it not all of us that understand these subjects, it is difficult/hard for some of us"
144,"A","motivation","motivation","n64","nm64_1","nm64_1_1","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated. but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_4","nm64_4_2","motivation7264_4",15,"female",1,"ishyaka ngira mu amasomo nuko mba ny'umva kurinjye akaba atankomereye, ni make nka banyeshuri mudufasha kongera indimi mu amashuri abanza na y'isumbuye ahanini abanza","i have motivation in the subjects because i understand them, they are not difficult for me; so briefly, as students you help incerase the level of languages in primary schools and mostly secondary schools."
144,"A","motivation","motivation","n64","nm64_2","nm64_2_3","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want marks because when i fail i am sad because there are subjects that are difficult for us, mainly language we don't understand it even if we can read the language [you do not] understand what it means in the language you understand."
144,"A","motivation","motivation","n64","nm64_4","nm64_4_1","motivation7264_4",15,"female",1,"ishyaka ngira mu amasomo nuko mba ny'umva kurinjye akaba atankomereye, ni make nka banyeshuri mudufasha kongera indimi mu amashuri abanza na y'isumbuye ahanini abanza","the motivation i have in the studies/subjects is that i understand them so well and i don’t find them to be  difficult. so briefly, as students you help incerase the level of languages in primary schools and mostly secondary schools."
144,"A","motivation","demotivation","n64","nm64_8","nm64_8_2","motivation7264_8",15,"female",1,"si twese tuba dusobanukiwe amasomo bamwe na bamwe aratugora","it not all of us that understand these subjects, it is difficult/hard for some of us"
144,"A","motivation","demotivation","n64","nm64_6","nm64_6_1","motivation7264_6",15,"female",1,"kwiga ni byiza ariko biratugora kuko birarushya nka amasomo twiga kugirango twijyirire ejo heza hazaza","studying is good but it is difficult for us because they are diffiuclt like subjects we study to get a better future."
144,"A","motivation","demotivation","n64","nm64_3","nm64_3_1","motivation7264_3",15,"female",1,"ntabwo n'ibintu bitugora ari amasomo akomera kuyafata m'umutwe ugasanga nabyo biratugora","it is difficult for us to memorize these subjects in our heads then you find they are difficult for us"
144,"A","motivation","motivation","n64","nm64_7","nm64_7_1","motivation7264_7",15,"female",1,"bababayumva neza","some of the students have motivation to study but it is mainly because they have knowledge of it and understand it"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_4","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understan. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","demotivation","n64","nm64_3","nm64_3_2","motivation7264_3",15,"female",1,"ntabwo n'ibintu bitugora ari amasomo akomera kuyafata m'umutwe ugasanga nabyo biratugora","it is difficult for us to memorize these subjects in our heads then you find they are difficult for us"
144,"A","motivation","motivation","n64","nm64_1","nm64_1_3","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_7","nm64_7_2","motivation7264_7",15,"female",1,"abanyeshuri bamwe bagira ishyaka mu amasomo nuko bababayumva neza kandi bayasobanukiwe","some of the students have motivation to study but it is mainly because they have knowledge of it , and understand it"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_1","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understand. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","motivation","n64","nm64_1","nm64_1_4","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","demotivation","n64","nm64_6","nm64_6_2","motivation7264_6",15,"female",1,"kwiga ni byiza ariko biratugora kuko birarushya nka amasomo twiga kugirango twijyirire ejo heza hazaza","studying is good but it is difficult for us because they are diffiuclt like subjects we study to get a better future."
144,"A","motivation","motivation","n64","nm64_1","nm64_1_2","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated . but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_9","nm64_9_1","motivation7264_9",15,"female",1,"amasomo n'umva n'ikinyrwanda,icyongereza na biology","lessons/subjects i understand are: kinyarwanda, english and biology"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_2","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understand. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","demotivation","n64","nm64_8","nm64_8_1","motivation7264_8",15,"female",1,"si twese tuba dusobanukiwe amasomo bamwe na bamwe aratugora","it not all of us that understand these subjects, it is difficult/hard for some of us"
144,"A","motivation","motivation","n64","nm64_1","nm64_1_1","motivation7264_1",15,"female",1,"mba n'umva iyo nta y'umva ntinshobore kugira ishyaka ariko iyo ny'umva ndikora nishimye ntakibazo mfite nta n'ubwoba mfite ko ndi butsindwe","when i don’t understand it, i cannot be motivated. but when i understand it i do it with excitement, without any problem, and with no fear of failing"
144,"A","motivation","motivation","n64","nm64_4","nm64_4_2","motivation7264_4",15,"female",1,"ishyaka ngira mu amasomo nuko mba ny'umva kurinjye akaba atankomereye, ni make nka banyeshuri mudufasha kongera indimi mu amashuri abanza na y'isumbuye ahanini abanza","i have motivation in the subjects because i understand them, they are not difficult for me; so briefly, as students you help incerase the level of languages in primary schools and mostly secondary schools."
144,"A","motivation","motivation","n64","nm64_2","nm64_2_3","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want marks because when i fail i am sad because there are subjects that are difficult for us, mainly language we don't understand it even if we can read the language [you do not] understand what it means in the language you understand."
144,"A","motivation","motivation","n64","nm64_4","nm64_4_1","motivation7264_4",15,"female",1,"ishyaka ngira mu amasomo nuko mba ny'umva kurinjye akaba atankomereye, ni make nka banyeshuri mudufasha kongera indimi mu amashuri abanza na y'isumbuye ahanini abanza","the motivation i have in the studies/subjects is that i understand them so well and i don’t find them to be  difficult. so briefly, as students you help incerase the level of languages in primary schools and mostly secondary schools."
144,"A","motivation","demotivation","n64","nm64_8","nm64_8_2","motivation7264_8",15,"female",1,"si twese tuba dusobanukiwe amasomo bamwe na bamwe aratugora","it not all of us that understand these subjects, it is difficult/hard for some of us"
144,"A","motivation","demotivation","n64","nm64_6","nm64_6_1","motivation7264_6",15,"female",1,"kwiga ni byiza ariko biratugora kuko birarushya nka amasomo twiga kugirango twijyirire ejo heza hazaza","studying is good but it is difficult for us because they are diffiuclt like subjects we study to get a better future."
144,"A","motivation","demotivation","n64","nm64_3","nm64_3_1","motivation7264_3",15,"female",1,"ntabwo n'ibintu bitugora ari amasomo akomera kuyafata m'umutwe ugasanga nabyo biratugora","it is difficult for us to memorize these subjects in our heads then you find they are difficult for us"
144,"A","motivation","motivation","n64","nm64_7","nm64_7_1","motivation7264_7",15,"female",1,"bababayumva neza","some of the students have motivation to study but it is mainly because they have knowledge of it and understand it"
144,"A","motivation","motivation","n64","nm64_2","nm64_2_4","motivation7264_2",15,"female",1,"mba nshaka amanota kuko iyo nstinzwe ndababara kuko hari amasomo adukomerera, ahanini ururimi ntabwo tuba tu rw'umva niyo gusoma ururimi tubishobora, ariko gusobanukirwa uko gisobanura m'ururimi w'umva","i want good marks because when i fail, i get sad. because there are subjects that are hard for us, mostly the language, that we don’t understan. if we able to read in that language, we still find it hard to understand what it in the language we understand."
144,"A","motivation","demotivation","n64","nm64_3","nm64_3_2","motivation7264_3",15,"female",1,"ntabwo n'ibintu bitugora ari amasomo akomera kuyafata m'umutwe ugasanga nabyo biratugora","it is difficult for us to memorize these subjects in our heads then you find they are difficult for us"
89,"A","motivation","demotivation","ns301","nms301_4","nms301_4_1","motivation49s301_4",19,"male",3,"imibare rwose sinyumva habe nagato no mw'ishuri ndayitsindwa sinyumva rero ngerageza andi masomo","i do not understand entire maths at all and i fail in and do not understand class as well so i try with other subjects/lessons"
89,"A","motivation","demotivation","ns301","nms301_4","nms301_4_2","motivation49s301_4",19,"male",3,"imibare rwose sinyumva habe nagato no mw'ishuri ndayitsindwa sinyumva rero ngerageza andi masomo","i do not understand entire maths at all and i fail in and do not understand class as well so i try with other subjects/lessons"
89,"A","motivation","motivation","ns301","nms301_3","nms301_3_1","motivation49s301_3",19,"male",3,"kandi numva bizangirira akamaro no mubuzima busanzwe bwa buri munsi","and i feel like i will benefit from it as well as in the every day life"
89,"A","motivation","motivation","ns301","nms301_3","nms301_3_2","motivation49s301_3",19,"male",3,"kandi numva bizangirira akamaro no mubuzima busanzwe bwa buri munsi","and i feel like i will benefit from it as well as in the every day life"
89,"A","motivation","motivation","ns301","nms301_1","nms301_1_1","motivation49s301_1",19,"male",3,"njye numva ikinyarwanda na geography kuko imibare nta yumva kandi nkumva mbi kunze","i understand kinyarwanda and geography because  i  don't understand mathematics. and i enjoy it"
89,"A","motivation","motivation","ns301","nms301_1","nms301_1_2","motivation49s301_1",19,"male",3,"njye numva ikinyarwanda na geography kuko imibare nta yumva kandi nkumva mbi kunze","i understand kinyarwanda and geography because  i  don't understand mathematics. and i enjoy it"
89,"A","motivation","demotivation","ns301","nms301_4","nms301_4_3","motivation49s301_4",19,"male",3,"imibare rwose sinyumva habe nagato no mw'ishuri ndayitsindwa sinyumva rero ngerageza andi masomo","i do not understand entire maths at all and i fail in and do not understand class as well so i try with other subjects/lessons"
89,"A","motivation","motivation","ns301","nms301_5","nms301_5_1","motivation49s301_5",19,"male",3,"nkumva ikinyarwanda nkanagikunda kuko ari ururimi rwanjye. isomo ry'ikinyarwanda ndarikunda","i understand kinyarwanda and i love it because it is my mother tongu. i love the subject of kinyarwanda"
89,"A","motivation","motivation","ns301","nms301_5","nms301_5_2","motivation49s301_5",19,"male",3,"nnkumva ikinyarwanda nkanagikunda kuko ari ururimi rwanjye. isomo ry'ikinyarwanda ndarikunda","i understand kinyarwanda and i love it because it is my mother tongu. i love the subject of kinyarwanda"
89,"A","motivation","motivation","ns301","nms301_2","nms301_2_1","motivation49s301_2",19,"male",3,"imibare isaba umutwe utekereza ako kanya kandi njye numva amasomo yo gutanga ibitekerezo","mathematics demand for a brain to be fast/apt while i understand subjects that makes me think/give ideas"
